,Translated_Category,Translated_Resume;;;
Gestion des materiaux/des stocks : Gerer la fonction d'inventaire afin de reduire les depenses de detention des stocks. Assurer les specifications des materiaux, etablir la qualite et la quantite pour un contrôle efficace des stocks et reduire les gaspillages.;;;
Gerer l'elimination des stocks obsoletes et mis hors service.;;;
;;;
Entreposage et distribution : Planification et maintien d'operations d'entrepôt efficaces. Suivi de la reception, du contrôle, du stockage et de la distribution des stocks. Resoudre tous les problemes affectant le service des magasins, y compris la ponctualite du personnel, les jours de conge, le plan de vacances, etc. Veiller à ce que tous les documents soient traites en temps opportun. Suivi des anomalies, des marchandises endommagees/expirees, des reclamations et des retours.;;;
;;;
Achats : Fournir un soutien à l'elaboration et à la mise en œuvre de strategies d'approvisionnement cles pour les produits et garantir que les plans sont alignes sur toutes les exigences contractuelles et statutaires tout en garantissant le calendrier du projet. Identifier de nouveaux fournisseurs potentiels pour un approvisionnement strategique ; assurer les calendriers d'achat par rapport au plan d'achat pour un approvisionnement en temps opportun de tous les articles afin d'assurer une fabrication fluide.;;
;;;
Developpement des fournisseurs/fournisseurs : Fournir un soutien pour identifier et negocier avec les fournisseurs pour l'achat de materiaux essentiels à un prix raisonnable, developper des fournisseurs pour un meilleur prix, une meilleure qualite, une livraison et des volumes accrus et identifier des fournisseurs alternatifs. Developper des partenariats à long terme avec des fournisseurs locaux et etrangers ; acquerir des offres technico-commerciales aupres de divers fournisseurs. Gestion de la pre-qualification et des inscriptions des fournisseurs;;
;;;
CONTRIBUTIONS SIGNIFICATIVES;;;
â¢ Gerer avec succes l'ensemble des operations, notamment : o Reception des stocks, expedition des commandes, gestion de l'entrepôt et processus speciaux.;;;
o Contrôle des stocks et achats globaux.;;;
o Installation conforme aux normes ISO 9001 -2008.;;;
o Coordination et suivi avec diverses usines en Europe, aux Etats-Unis et en Asie pour la livraison dans les delais des materiaux. o Effectuer la reception, la preparation, l'emballage et l'expedition d'une moyenne de 45 commandes par mois.;;;
o Maintenir et gerer des stocks de 15 millions d'AED stockes dans trois entrepôts externes.;;;
• A le merite de servir des clients dans les secteurs de l'energie, du petrole marin et de la construction, notamment SABIC et KSA.;;;
• A joue un rôle cle dans la rationalisation du systeme d'identification et de suivi des stocks.;;;
• Element essentiel dans l'introduction d'une analyse systematique des rapports quotidiens sur les ecarts.;;;
â¢ Generation de rapports sur les procedures standardisees de reception, de stockage, de verification et d'entretien menager.;;;
• Reduction de la diminution des ecarts d'inventaire en developpant un systeme de suivi.;;;
• Reussi à atteindre l'objectif de delai d'execution de 24 heures pour la plupart des expeditions.;;;
entreprise - Kuehne + Nagel SARL;;;
description - À propos de la societe;;;
;;;
Un leader mondial de la logistique. Les activites de la societe concernent les secteurs mondiaux du fret maritime, du fret aerien, de la logistique terrestre et contractuelle.;;;
 â¢ Gerer avec succes une equipe de 3 cadres et rapporter au directeur general.;;;
• Gestion des principaux comptes cles de l'entreprise. • Gestion reussie de l'ensemble de l'export Coordination, Documentation.;;;
â¢ Joue un rôle central dans la supervision de la reception, du contrôle des stocks, du stockage, de la distribution, du trafic, etc.;;;
â¢ Responsable du maintien des chauffeurs programmes, des tarifs negocies et des itineraires avec les lignes de camions/transporteurs.;;;
â¢ J'ai joue un rôle cle dans la gestion de la distribution des produits, de la securite et des creances pour des clients comme les Nations Unies et Johnson & Johnson.;;;
â¢ Gere la logistique hôteliere, l'inventaire et la distribution à travers le Moyen-Orient pour Marriot et le groupe Hilton ou l'Egypte et ses autres succursales vers leurs destinations respectives et egalement comme transbordement vers les Etats-Unis par voie aerienne, terrestre et maritime.;;;
â¢ Supervise l'ensemble du dedouanement pour tous les envois à differents points de sortie/entree pour toutes les importations directes, exportations ou envois de transbordement â¢ Facturation de chaque compte selon le travail effectue â¢ Garder une trace des revenus de chaque client sur un sur une base mensuelle â¢ Visites regulieres des clients pour assurer le bon fonctionnementions et repondre à tout grief.;;;
entreprise - DHL Express;;;
description - À propos de la societe;;;
;;;
Un leader mondial du courrier aerien express detenu à 100% par DPWN (Deutsche Post World Net);;;
â¢ Gerer les expeditions des grands comptes avec DHL Inde â¢ Suivi et traçabilite des expeditions â¢ Resoudre les problemes d'expeditions non livrees â¢ Travailler selon les normes et procedures de service DHL â¢ Assurer la liaison avec les operations et le reseau en general Stations DHL dans le monde entier pour garantir la livraison des envois dans les delais â¢ Tenir le client informe de maniere proactive de l'etat de ses envois pendant le transit jusqu'à la livraison â¢ Garder une trace de la productivite de chaque membre de l'equipe et mettre à jour les dossiers â¢ Assurer la liaison avec les operations en Inde pour les expeditions de fret entrantes pour le dedouanement et les livraisons dans les delais • Informer les clients sur les differents documents requis pour l'envoi de differentes expeditions vers differents pays • Gestion de projets pour la State Bank of India pour l'envoi de bons de souscription d'interet à leurs clients dans le monde entier. Garder une trace complete de l’etat des expeditions et informer SBI de maniere proactive.;;;
entreprise - WNS Global Services;;;
description -;;;
entreprise - Airlink International;;;
description - À propos de l'entreprise;;;
Une entreprise internationale avec divers departements et activites, à savoir le fret, l'expedition, la billetterie;;;
Et le transport de fret;;;
;;;
Titre detenu : Assistant logistique / Directeur des operations;;;
;;;
Responsabilites du poste : · Gerer les principaux comptes de l'entreprise.;;;
â¢ Repondre aux requetes, demandes et plaintes des clients. â¢ Envoi de devis. â¢ Facturation de chaque compte selon le travail effectue.;;;
• Preparer les documents de la zone franche. • Assurer la liaison avec le port de Jebel Ali et le port de Dubai/Sharjah.;;;
• Assurer la liaison avec les compagnies maritimes pour les exportations et importations.;;;
â¢ Coordonner les chargements des barges.;;;
• Gestion complete des stocks.;;;
• Adherer aux normes professionnelles et à la procedure pour obtenir le certificat ISO.;;;
;;;
Travail sur les progiciels Exceed 4000 et Flotilla.;;;
entreprise - Serck Services International;;;
description - Responsabilites du poste • Assurer la liaison avec le responsable des achats dans les achats locaux et internationaux de pieces techniques, • Impliquant les formalites d'importation et d'exportation.;;;
â¢ Solliciter des devis, preparer les bons de commande et communiquer avec les fournisseurs locaux et internationaux.;;;
• Reception et expedition des marchandises. • Assurer la liaison avec les fournisseurs pour assurer la fourniture en temps opportun des equipements. • Contrôle des stocks et inventaire.;;;
â¢ Maintien des niveaux de reapprovisionnement et du stock nominal.;;;
• Preparer le rapport quotidien des operations. • Maintenir les normes ISO, ce qui implique un enregistrement efficace des donnees et un classement systematique des donnees.;;;
entreprise - Serck Services International;;;
description - mars 2000 - avril 2003;;;
À propos de l'entreprise;;;
Une societe multinationale basee au Royaume-Uni, fabriquant des radiateurs, des refroidisseurs d'huile, des echangeurs de chaleur et;;;
Autres elements de refroidissement pour tous usages;;;
A rejoint l'entreprise en tant qu'assistant comptable et promu assistant logistique en août 2001.;;;
entreprise - Serck Services International;;;
description - Responsabilites du poste • Maintenir et mettre à jour la base de donnees des clients et des fournisseurs.;;;
â¢ Gerer les visites des clients et les appels du service apres-vente. Preparation de la commande de travaux.;;;
• Fournir des informations et des donnees en temps opportun pour la preparation des rapports.;;;
• Faire circuler l'information à travers des memos et des rapports.;;;
• Facturation pour quatre grands departements.;;;
"• Services bancaires • Petite caisse et preparation de rapports • Tâches generales de bureau.""";;;
"518,directeur des operations,""Details sur l'education";;;
Août 2000 B.E Electronics Pune, Universite du Maharashtra Pune;;;
directeur des operations;;;
;;;
Responsable des operations - Delta Controls, Dubai FZCO;;;
Details des competences;;;
Details de l'entreprise;;;
entreprise - Delta Controls, Dubai FZCO;;;
description - Rubrique Pune Branch [M/s Deltannex Integrators Pvt. Ltd.] De août 2017 à ce jour;;;
Titre - Gestionnaire des operations [1er employe];;;
